Time,iL,v
0.014038,14.0908,-28.7584
0.014039,14.1868,-28.7009
0.01404,14.2828,-28.6436
0.014041,14.2254,-28.7285
0.014042,14.1678,-28.8128
0.014043,14.1101,-28.8965
0.014044,14.0522,-28.9794
0.014045,13.9942,-29.0616
0.014046,13.936,-29.143
0.014047,13.8776,-29.2237
0.014048,13.8191,-29.3037
0.014049,13.7604,-29.3829
0.01405,13.7015,-29.4614
0.014051,13.6425,-29.5391
0.014052,13.5834,-29.6161
0.014053,13.5241,-29.6923
0.014054,13.4646,-29.7678
0.014055,13.405,-29.8425
0.014056,13.3452,-29.9165
0.014057,13.2853,-29.9897
0.014058,13.2253,-30.0622
0.014059,13.1651,-30.134
0.01406,13.1048,-30.205
0.014061,13.0443,-30.2753
0.014062,12.9837,-30.3448
0.014063,12.9229,-30.4136
0.014064,12.862,-30.4816
0.014065,12.801,-30.5489
0.014066,12.7398,-30.6154
0.014067,12.6785,-30.6812
0.014068,12.6171,-30.7463
0.014069,12.5555,-30.8106
0.01407,12.4938,-30.8741
0.014071,12.432,-30.937
0.014072,12.3701,-30.999
0.014073,12.308,-31.0604
0.014074,12.2458,-31.1209
0.014075,12.1835,-31.1808
0.014076,12.1211,-31.2399
0.014077,12.0586,-31.2983
0.014078,11.9959,-31.3559
0.014079,11.9332,-31.4127
0.01408,11.8703,-31.4689
0.014081,11.8073,-31.5243
0.014082,11.7442,-31.5789
0.014083,11.681,-31.6328
0.014084,11.6177,-31.686
0.014085,11.5542,-31.7385
0.014086,11.4907,-31.7902
0.014087,11.4271,-31.8411
0.014088,11.3633,-31.8913
0.014089,11.2995,-31.9408
0.01409,11.2356,-31.9896
0.014091,11.1715,-32.0376
0.014092,11.1074,-32.0848
0.014093,11.0432,-32.1314
0.014094,10.9789,-32.1772
0.014095,10.9145,-32.2222
0.014096,10.85,-32.2666
0.014097,10.7854,-32.3102
0.014098,10.7208,-32.353
0.014099,10.656,-32.3952
0.0141,10.5912,-32.4366
0.014101,10.5263,-32.4773
0.014102,10.4613,-32.5172
0.014103,10.3962,-32.5564
0.014104,10.3311,-32.5949
0.014105,10.2658,-32.6327
0.014106,10.2005,-32.6697
0.014107,10.1351,-32.706
0.014108,10.0697,-32.7416
0.014109,10.0042,-32.7764
0.01411,9.93859,-32.8105
0.014111,9.87294,-32.8439
0.014112,9.80722,-32.8766
0.014113,9.74143,-32.9086
0.014114,9.67558,-32.9398
0.014115,9.60967,-32.9703
0.014116,9.5437,-33.0001
0.014117,9.47767,-33.0292
0.014118,9.41159,-33.0576
0.014119,9.34544,-33.0852
0.01412,9.27925,-33.1121
0.014121,9.213,-33.1383
0.014122,9.14669,-33.1638
0.014123,9.08034,-33.1886
0.014124,9.01394,-33.2127
0.014125,8.94749,-33.2361
0.014126,8.881,-33.2587
0.014127,8.81446,-33.2806
0.014128,8.74787,-33.3019
0.014129,8.68125,-33.3224
0.01413,8.61458,-33.3422
0.014131,8.54788,-33.3613
0.014132,8.48114,-33.3797
0.014133,8.41436,-33.3974
0.014134,8.34755,-33.4144
0.014135,8.2807,-33.4307
0.014136,8.21383,-33.4463
0.014137,8.14692,-33.4612
0.014138,8.07998,-33.4754
0.014139,8.01302,-33.4889
0.01414,7.94603,-33.5017
0.014141,7.87901,-33.5138
0.014142,7.81197,-33.5252
0.014143,7.74491,-33.536
0.014144,7.67783,-33.546
0.014145,7.61073,-33.5553
0.014146,7.54361,-33.564
0.014147,7.47647,-33.5719
0.014148,7.40932,-33.5792
0.014149,7.34216,-33.5858
0.01415,7.27498,-33.5917
0.014151,7.20779,-33.5969
0.014152,7.14059,-33.6015
0.014153,7.07338,-33.6054
0.014154,7.00617,-33.6085
0.014155,6.93895,-33.611
0.014156,6.87173,-33.6129
0.014157,6.8045,-33.614
0.014158,6.73727,-33.6145
0.014159,6.67004,-33.6143
0.01416,6.60281,-33.6135
0.014161,6.69881,-33.5463
0.014162,6.79481,-33.4793
0.014163,6.89081,-33.4124
0.014164,6.98681,-33.3457
0.014165,7.08281,-33.2791
0.014166,7.17881,-33.2126
0.014167,7.27481,-33.1462
0.014168,7.37081,-33.08
0.014169,7.46681,-33.0139
0.01417,7.56281,-32.9479
0.014171,7.65881,-32.8821
0.014172,7.75481,-32.8164
0.014173,7.85081,-32.7508
0.014174,7.94681,-32.6854
0.014175,8.04281,-32.6201
0.014176,8.13881,-32.5549
0.014177,8.23481,-32.4899
0.014178,8.33081,-32.425
0.014179,8.42681,-32.3602
0.01418,8.52281,-32.2955
0.014181,8.61881,-32.231
0.014182,8.71481,-32.1666
0.014183,8.81081,-32.1023
0.014184,8.90681,-32.0382
0.014185,9.00281,-31.9742
0.014186,9.09881,-31.9103
0.014187,9.19481,-31.8465
0.014188,9.29081,-31.7829
0.014189,9.38681,-31.7194
0.01419,9.48281,-31.656
0.014191,9.57881,-31.5928
0.014192,9.67481,-31.5296
0.014193,9.77081,-31.4666
0.014194,9.86681,-31.4038
0.014195,9.96281,-31.341
0.014196,10.0588,-31.2784
0.014197,10.1548,-31.2159
0.014198,10.2508,-31.1536
0.014199,10.3468,-31.0913
0.0142,10.4428,-31.0292
0.014201,10.5388,-30.9672
0.014202,10.6348,-30.9053
0.014203,10.7308,-30.8436
0.014204,10.8268,-30.7819
0.014205,10.9228,-30.7204
0.014206,11.0188,-30.6591
0.014207,11.1148,-30.5978
0.014208,11.2108,-30.5367
0.014209,11.3068,-30.4757
0.01421,11.4028,-30.4148
0.014211,11.4988,-30.354
0.014212,11.5948,-30.2933
0.014213,11.6908,-30.2328
0.014214,11.7868,-30.1724
0.014215,11.8828,-30.1121
0.014216,11.9788,-30.052
0.014217,12.0748,-29.9919
0.014218,12.1708,-29.932
0.014219,12.2668,-29.8722
0.01422,12.3628,-29.8125
0.014221,12.4588,-29.7529
0.014222,12.5548,-29.6935
0.014223,12.6508,-29.6342
0.014224,12.7468,-29.575
0.014225,12.8428,-29.5159
0.014226,12.9388,-29.4569
0.014227,13.0348,-29.398
0.014228,13.1308,-29.3393
0.014229,13.2268,-29.2807
0.01423,13.3228,-29.2222
0.014231,13.4188,-29.1638
0.014232,13.5148,-29.1055
0.014233,13.6108,-29.0474
0.014234,13.7068,-28.9893
0.014235,13.8028,-28.9314
0.014236,13.8988,-28.8736
0.014237,13.9948,-28.8159
0.014238,14.0908,-28.7583
0.014239,14.1868,-28.7009
0.01424,14.2828,-28.6435
0.014241,14.2254,-28.7285
0.014242,14.1678,-28.8128
0.014243,14.1101,-28.8964
0.014244,14.0522,-28.9794
0.014245,13.9942,-29.0616
0.014246,13.936,-29.143
0.014247,13.8776,-29.2237
0.014248,13.8191,-29.3037
0.014249,13.7604,-29.3829
0.01425,13.7015,-29.4614
0.014251,13.6425,-29.5391
0.014252,13.5834,-29.616
0.014253,13.5241,-29.6923
0.014254,13.4646,-29.7678
0.014255,13.405,-29.8425
0.014256,13.3452,-29.9165
0.014257,13.2853,-29.9897
0.014258,13.2253,-30.0622
0.014259,13.1651,-30.134
0.01426,13.1047,-30.205
0.014261,13.0443,-30.2753
0.014262,12.9836,-30.3448
0.014263,12.9229,-30.4136
0.014264,12.862,-30.4816
0.014265,12.801,-30.5489
0.014266,12.7398,-30.6154
0.014267,12.6785,-30.6812
0.014268,12.6171,-30.7463
0.014269,12.5555,-30.8106
0.01427,12.4938,-30.8741
0.014271,12.432,-30.9369
0.014272,12.3701,-30.999
0.014273,12.308,-31.0603
0.014274,12.2458,-31.1209
0.014275,12.1835,-31.1808
0.014276,12.1211,-31.2399
0.014277,12.0586,-31.2982
0.014278,11.9959,-31.3559
0.014279,11.9332,-31.4127
0.01428,11.8703,-31.4689
0.014281,11.8073,-31.5243
0.014282,11.7442,-31.5789
0.014283,11.681,-31.6328
0.014284,11.6176,-31.686
0.014285,11.5542,-31.7384
0.014286,11.4907,-31.7901
0.014287,11.4271,-31.8411
0.014288,11.3633,-31.8913
0.014289,11.2995,-31.9408
0.01429,11.2356,-31.9895
0.014291,11.1715,-32.0376
0.014292,11.1074,-32.0848
0.014293,11.0432,-32.1314
0.014294,10.9789,-32.1772
0.014295,10.9145,-32.2222
0.014296,10.85,-32.2666
0.014297,10.7854,-32.3102
0.014298,10.7208,-32.353
0.014299,10.656,-32.3952
0.0143,10.5912,-32.4366
0.014301,10.5263,-32.4772
0.014302,10.4613,-32.5172
0.014303,10.3962,-32.5564
0.014304,10.331,-32.5949
0.014305,10.2658,-32.6326
0.014306,10.2005,-32.6697
0.014307,10.1351,-32.706
0.014308,10.0697,-32.7416
0.014309,10.0042,-32.7764
0.01431,9.93859,-32.8105
0.014311,9.87293,-32.8439
0.014312,9.80721,-32.8766
0.014313,9.74143,-32.9086
0.014314,9.67558,-32.9398
0.014315,9.60967,-32.9703
0.014316,9.5437,-33.0001
0.014317,9.47767,-33.0292
0.014318,9.41158,-33.0576
0.014319,9.34544,-33.0852
0.01432,9.27924,-33.1121
0.014321,9.21299,-33.1383
0.014322,9.14669,-33.1638
0.014323,9.08034,-33.1886
0.014324,9.01393,-33.2127
0.014325,8.94749,-33.236
0.014326,8.88099,-33.2587
0.014327,8.81445,-33.2806
0.014328,8.74787,-33.3019
0.014329,8.68124,-33.3224
0.01433,8.61458,-33.3422
0.014331,8.54788,-33.3613
0.014332,8.48113,-33.3797
0.014333,8.41436,-33.3974
0.014334,8.34755,-33.4144
0.014335,8.2807,-33.4307
0.014336,8.21382,-33.4463
0.014337,8.14691,-33.4612
0.014338,8.07998,-33.4754
0.014339,8.01301,-33.4889
0.01434,7.94602,-33.5017
0.014341,7.87901,-33.5138
0.014342,7.81197,-33.5252
0.014343,7.74491,-33.5359
0.014344,7.67782,-33.546
0.014345,7.61072,-33.5553
0.014346,7.5436,-33.564
0.014347,7.47647,-33.5719
0.014348,7.40932,-33.5792
0.014349,7.34215,-33.5858
0.01435,7.27497,-33.5917
0.014351,7.20778,-33.5969
0.014352,7.14059,-33.6015
0.014353,7.07338,-33.6053
0.014354,7.00617,-33.6085
0.014355,6.93895,-33.611
0.014356,6.87172,-33.6129
0.014357,6.80449,-33.614
0.014358,6.73727,-33.6145
0.014359,6.67004,-33.6143
0.01436,6.60281,-33.6134
0.014361,6.69881,-33.5463
0.014362,6.79481,-33.4793
0.014363,6.89081,-33.4124
0.014364,6.98681,-33.3457
0.014365,7.08281,-33.279
0.014366,7.17881,-33.2126
0.014367,7.27481,-33.1462
0.014368,7.37081,-33.08
0.014369,7.46681,-33.0139
0.01437,7.56281,-32.9479
0.014371,7.65881,-32.8821
0.014372,7.75481,-32.8164
0.014373,7.85081,-32.7508
0.014374,7.94681,-32.6854
0.014375,8.04281,-32.6201
0.014376,8.13881,-32.5549
0.014377,8.23481,-32.4899
0.014378,8.33081,-32.4249
0.014379,8.42681,-32.3602
0.01438,8.52281,-32.2955
0.014381,8.61881,-32.231
0.014382,8.71481,-32.1666
0.014383,8.8108,-32.1023
0.014384,8.9068,-32.0382
0.014385,9.0028,-31.9742
0.014386,9.0988,-31.9103
0.014387,9.1948,-31.8465
0.014388,9.2908,-31.7829
0.014389,9.3868,-31.7194
0.01439,9.4828,-31.656
0.014391,9.5788,-31.5928
0.014392,9.6748,-31.5296
0.014393,9.7708,-31.4666
0.014394,9.8668,-31.4038
0.014395,9.9628,-31.341
0.014396,10.0588,-31.2784
0.014397,10.1548,-31.2159
0.014398,10.2508,-31.1535
0.014399,10.3468,-31.0913
0.0144,10.4428,-31.0292
0.014401,10.5388,-30.9672
0.014402,10.6348,-30.9053
0.014403,10.7308,-30.8436
0.014404,10.8268,-30.7819
0.014405,10.9228,-30.7204
0.014406,11.0188,-30.659
0.014407,11.1148,-30.5978
0.014408,11.2108,-30.5367
0.014409,11.3068,-30.4756
0.01441,11.4028,-30.4148
0.014411,11.4988,-30.354
0.014412,11.5948,-30.2933
0.014413,11.6908,-30.2328
0.014414,11.7868,-30.1724
0.014415,11.8828,-30.1121
0.014416,11.9788,-30.052
0.014417,12.0748,-29.9919
0.014418,12.1708,-29.932
0.014419,12.2668,-29.8722
0.01442,12.3628,-29.8125
0.014421,12.4588,-29.7529
0.014422,12.5548,-29.6935
0.014423,12.6508,-29.6342
0.014424,12.7468,-29.575
0.014425,12.8428,-29.5159
0.014426,12.9388,-29.4569
0.014427,13.0348,-29.398
0.014428,13.1308,-29.3393
0.014429,13.2268,-29.2807
0.01443,13.3228,-29.2222
0.014431,13.4188,-29.1638
0.014432,13.5148,-29.1055
0.014433,13.6108,-29.0474
0.014434,13.7068,-28.9893
0.014435,13.8028,-28.9314
0.014436,13.8988,-28.8736
0.014437,13.9948,-28.8159
0.014438,14.0908,-28.7583
0.014439,14.1868,-28.7009
0.01444,14.2828,-28.6435
0.014441,14.2254,-28.7285
0.014442,14.1678,-28.8128
0.014443,14.1101,-28.8964
0.014444,14.0522,-28.9794
0.014445,13.9942,-29.0616
0.014446,13.936,-29.143
0.014447,13.8776,-29.2237
0.014448,13.8191,-29.3037
0.014449,13.7604,-29.3829
0.01445,13.7015,-29.4613
0.014451,13.6425,-29.5391
0.014452,13.5834,-29.616
0.014453,13.5241,-29.6923
0.014454,13.4646,-29.7677
0.014455,13.405,-29.8425
0.014456,13.3452,-29.9165
0.014457,13.2853,-29.9897
0.014458,13.2253,-30.0622
0.014459,13.1651,-30.134
0.01446,13.1047,-30.205
0.014461,13.0443,-30.2753
0.014462,12.9836,-30.3448
0.014463,12.9229,-30.4135
0.014464,12.862,-30.4816
0.014465,12.801,-30.5489
0.014466,12.7398,-30.6154
0.014467,12.6785,-30.6812
0.014468,12.6171,-30.7462
0.014469,12.5555,-30.8106
0.01447,12.4938,-30.8741
0.014471,12.432,-30.9369
0.014472,12.3701,-30.999
0.014473,12.308,-31.0603
0.014474,12.2458,-31.1209
0.014475,12.1835,-31.1808
0.014476,12.1211,-31.2399
0.014477,12.0586,-31.2982
0.014478,11.9959,-31.3559
0.014479,11.9332,-31.4127
0.01448,11.8703,-31.4689
0.014481,11.8073,-31.5243
0.014482,11.7442,-31.5789
0.014483,11.681,-31.6328
0.014484,11.6176,-31.686
0.014485,11.5542,-31.7384
0.014486,11.4907,-31.7901
0.014487,11.4271,-31.8411
0.014488,11.3633,-31.8913
0.014489,11.2995,-31.9408
0.01449,11.2356,-31.9895
0.014491,11.1715,-32.0375
0.014492,11.1074,-32.0848
0.014493,11.0432,-32.1314
0.014494,10.9789,-32.1772
0.014495,10.9145,-32.2222
0.014496,10.85,-32.2666
0.014497,10.7854,-32.3102
0.014498,10.7208,-32.353
0.014499,10.656,-32.3952
0.0145,10.5912,-32.4366
0.014501,10.5263,-32.4772
0.014502,10.4613,-32.5172
0.014503,10.3962,-32.5564
0.014504,10.331,-32.5949
0.014505,10.2658,-32.6326
0.014506,10.2005,-32.6697
0.014507,10.1351,-32.706
0.014508,10.0697,-32.7415
0.014509,10.0042,-32.7764
0.01451,9.93859,-32.8105
0.014511,9.87293,-32.8439
0.014512,9.80721,-32.8766
0.014513,9.74143,-32.9086
0.014514,9.67558,-32.9398
0.014515,9.60967,-32.9703
0.014516,9.5437,-33.0001
0.014517,9.47767,-33.0292
0.014518,9.41158,-33.0575
0.014519,9.34544,-33.0852
0.01452,9.27924,-33.1121
0.014521,9.21299,-33.1383
0.014522,9.14669,-33.1638
0.014523,9.08033,-33.1886
0.014524,9.01393,-33.2127
0.014525,8.94748,-33.236
0.014526,8.88099,-33.2587
0.014527,8.81445,-33.2806
0.014528,8.74787,-33.3018
0.014529,8.68124,-33.3224
0.01453,8.61458,-33.3422
0.014531,8.54787,-33.3613
0.014532,8.48113,-33.3797
0.014533,8.41436,-33.3974
0.014534,8.34754,-33.4144
0.014535,8.2807,-33.4307
0.014536,8.21382,-33.4463
0.014537,8.14691,-33.4612
0.014538,8.07998,-33.4754
0.014539,8.01301,-33.4889
0.01454,7.94602,-33.5017
0.014541,7.87901,-33.5138
0.014542,7.81197,-33.5252
0.014543,7.7449,-33.5359
0.014544,7.67782,-33.546
0.014545,7.61072,-33.5553
0.014546,7.5436,-33.564
0.014547,7.47647,-33.5719
0.014548,7.40931,-33.5792
0.014549,7.34215,-33.5858
0.01455,7.27497,-33.5917
0.014551,7.20778,-33.5969
0.014552,7.14058,-33.6015
0.014553,7.07338,-33.6053
0.014554,7.00616,-33.6085
0.014555,6.93894,-33.611
0.014556,6.87172,-33.6129
0.014557,6.80449,-33.614
0.014558,6.73726,-33.6145
0.014559,6.67004,-33.6143
0.01456,6.60281,-33.6134
0.014561,6.69881,-33.5463
0.014562,6.79481,-33.4793
0.014563,6.89081,-33.4124
0.014564,6.98681,-33.3457
0.014565,7.08281,-33.279
0.014566,7.17881,-33.2125
0.014567,7.27481,-33.1462
0.014568,7.37081,-33.08
0.014569,7.46681,-33.0139
0.01457,7.56281,-32.9479
0.014571,7.65881,-32.8821
0.014572,7.75481,-32.8164
0.014573,7.85081,-32.7508
0.014574,7.94681,-32.6854
0.014575,8.0428,-32.6201
0.014576,8.1388,-32.5549
0.014577,8.2348,-32.4898
0.014578,8.3308,-32.4249
0.014579,8.4268,-32.3601
0.01458,8.5228,-32.2955
0.014581,8.6188,-32.231
0.014582,8.7148,-32.1666
0.014583,8.8108,-32.1023
0.014584,8.9068,-32.0382
0.014585,9.0028,-31.9741
0.014586,9.0988,-31.9103
0.014587,9.1948,-31.8465
0.014588,9.2908,-31.7829
0.014589,9.3868,-31.7194
0.01459,9.4828,-31.656
0.014591,9.5788,-31.5927
0.014592,9.6748,-31.5296
0.014593,9.7708,-31.4666
0.014594,9.8668,-31.4038
0.014595,9.9628,-31.341
0.014596,10.0588,-31.2784
0.014597,10.1548,-31.2159
0.014598,10.2508,-31.1535
0.014599,10.3468,-31.0913
0.0146,10.4428,-31.0292
0.014601,10.5388,-30.9672
0.014602,10.6348,-30.9053
0.014603,10.7308,-30.8435
0.014604,10.8268,-30.7819
0.014605,10.9228,-30.7204
0.014606,11.0188,-30.659
0.014607,11.1148,-30.5978
0.014608,11.2108,-30.5366
0.014609,11.3068,-30.4756
0.01461,11.4028,-30.4147
0.014611,11.4988,-30.354
0.014612,11.5948,-30.2933
0.014613,11.6908,-30.2328
0.014614,11.7868,-30.1724
0.014615,11.8828,-30.1121
0.014616,11.9788,-30.0519
0.014617,12.0748,-29.9919
0.014618,12.1708,-29.932
0.014619,12.2668,-29.8722
0.01462,12.3628,-29.8125
0.014621,12.4588,-29.7529
0.014622,12.5548,-29.6935
0.014623,12.6508,-29.6342
0.014624,12.7468,-29.5749
0.014625,12.8428,-29.5159
0.014626,12.9388,-29.4569
0.014627,13.0348,-29.398
0.014628,13.1308,-29.3393
0.014629,13.2268,-29.2807
0.01463,13.3228,-29.2222
0.014631,13.4188,-29.1638
0.014632,13.5148,-29.1055
0.014633,13.6108,-29.0474
0.014634,13.7068,-28.9893
0.014635,13.8028,-28.9314
0.014636,13.8988,-28.8736
0.014637,13.9948,-28.8159
0.014638,14.0908,-28.7583
0.014639,14.1868,-28.7009
0.01464,14.2828,-28.6435
0.014641,14.2254,-28.7285
0.014642,14.1678,-28.8127
0.014643,14.1101,-28.8964
0.014644,14.0522,-28.9794
0.014645,13.9942,-29.0616
0.014646,13.936,-29.143
0.014647,13.8776,-29.2237
0.014648,13.8191,-29.3037
0.014649,13.7604,-29.3829
0.01465,13.7015,-29.4613
0.014651,13.6425,-29.5391
0.014652,13.5834,-29.616
0.014653,13.5241,-29.6923
0.014654,13.4646,-29.7677
0.014655,13.405,-29.8425
0.014656,13.3452,-29.9165
0.014657,13.2853,-29.9897
0.014658,13.2253,-30.0622
0.014659,13.1651,-30.134
0.01466,13.1047,-30.205
0.014661,13.0443,-30.2752
0.014662,12.9836,-30.3448
0.014663,12.9229,-30.4135
0.014664,12.862,-30.4816
0.014665,12.801,-30.5489
0.014666,12.7398,-30.6154
0.014667,12.6785,-30.6812
0.014668,12.6171,-30.7462
0.014669,12.5555,-30.8105
0.01467,12.4938,-30.8741
0.014671,12.432,-30.9369
0.014672,12.3701,-30.999
0.014673,12.308,-31.0603
0.014674,12.2458,-31.1209
0.014675,12.1835,-31.1808
0.014676,12.1211,-31.2399
0.014677,12.0586,-31.2982
0.014678,11.9959,-31.3558
0.014679,11.9332,-31.4127
0.01468,11.8703,-31.4689
0.014681,11.8073,-31.5243
0.014682,11.7442,-31.5789
0.014683,11.681,-31.6328
0.014684,11.6176,-31.686
0.014685,11.5542,-31.7384
0.014686,11.4907,-31.7901
0.014687,11.4271,-31.8411
0.014688,11.3633,-31.8913
0.014689,11.2995,-31.9408
0.01469,11.2356,-31.9895
0.014691,11.1715,-32.0375
0.014692,11.1074,-32.0848
0.014693,11.0432,-32.1313
0.014694,10.9789,-32.1771
0.014695,10.9145,-32.2222
0.014696,10.85,-32.2665
0.014697,10.7854,-32.3101
0.014698,10.7208,-32.353
0.014699,10.656,-32.3952
0.0147,10.5912,-32.4366
0.014701,10.5263,-32.4772
0.014702,10.4613,-32.5172
0.014703,10.3962,-32.5564
0.014704,10.331,-32.5949
0.014705,10.2658,-32.6326
0.014706,10.2005,-32.6697
0.014707,10.1351,-32.706
0.014708,10.0697,-32.7415
0.014709,10.0042,-32.7764
0.01471,9.93859,-32.8105
0.014711,9.87293,-32.8439
0.014712,9.80721,-32.8766
0.014713,9.74143,-32.9086
0.014714,9.67558,-32.9398
0.014715,9.60967,-32.9703
0.014716,9.5437,-33.0001
0.014717,9.47767,-33.0292
0.014718,9.41158,-33.0575
0.014719,9.34544,-33.0852
0.01472,9.27924,-33.1121
0.014721,9.21299,-33.1383
0.014722,9.14669,-33.1638
0.014723,9.08033,-33.1886
0.014724,9.01393,-33.2127
0.014725,8.94748,-33.236
0.014726,8.88099,-33.2587
0.014727,8.81445,-33.2806
0.014728,8.74787,-33.3018
0.014729,8.68124,-33.3224
0.01473,8.61458,-33.3422
0.014731,8.54787,-33.3613
0.014732,8.48113,-33.3797
0.014733,8.41436,-33.3974
0.014734,8.34754,-33.4144
0.014735,8.2807,-33.4307
0.014736,8.21382,-33.4463
0.014737,8.14691,-33.4612
0.014738,8.07998,-33.4754
0.014739,8.01301,-33.4889
0.01474,7.94602,-33.5017
0.014741,7.87901,-33.5138
0.014742,7.81197,-33.5252
0.014743,7.74491,-33.5359
0.014744,7.67782,-33.546
0.014745,7.61072,-33.5553
0.014746,7.5436,-33.564
0.014747,7.47647,-33.5719
0.014748,7.40931,-33.5792
0.014749,7.34215,-33.5858
0.01475,7.27497,-33.5917
0.014751,7.20778,-33.5969
0.014752,7.14058,-33.6015
0.014753,7.07338,-33.6053
0.014754,7.00616,-33.6085
0.014755,6.93894,-33.611
0.014756,6.87172,-33.6128
0.014757,6.80449,-33.614
0.014758,6.73726,-33.6145
0.014759,6.67004,-33.6143
0.01476,6.60281,-33.6134
0.014761,6.69881,-33.5463
0.014762,6.79481,-33.4793
0.014763,6.89081,-33.4124
0.014764,6.98681,-33.3457
0.014765,7.08281,-33.279
0.014766,7.17881,-33.2125
0.014767,7.27481,-33.1462
0.014768,7.37081,-33.08
0.014769,7.46681,-33.0139
0.01477,7.56281,-32.9479
0.014771,7.65881,-32.8821
0.014772,7.75481,-32.8164
0.014773,7.85081,-32.7508
0.014774,7.94681,-32.6854
0.014775,8.04281,-32.6201
0.014776,8.13881,-32.5549
0.014777,8.2348,-32.4898
0.014778,8.3308,-32.4249
0.014779,8.4268,-32.3601
0.01478,8.5228,-32.2955
0.014781,8.6188,-32.231
0.014782,8.7148,-32.1666
0.014783,8.8108,-32.1023
0.014784,8.9068,-32.0382
0.014785,9.0028,-31.9741
0.014786,9.0988,-31.9103
0.014787,9.1948,-31.8465
0.014788,9.2908,-31.7829
0.014789,9.3868,-31.7194
0.01479,9.4828,-31.656
0.014791,9.5788,-31.5927
0.014792,9.6748,-31.5296
0.014793,9.7708,-31.4666
0.014794,9.8668,-31.4038
0.014795,9.9628,-31.341
0.014796,10.0588,-31.2784
0.014797,10.1548,-31.2159
0.014798,10.2508,-31.1535
0.014799,10.3468,-31.0913
0.0148,10.4428,-31.0292
0.014801,10.5388,-30.9672
0.014802,10.6348,-30.9053
0.014803,10.7308,-30.8435
0.014804,10.8268,-30.7819
0.014805,10.9228,-30.7204
0.014806,11.0188,-30.659
0.014807,11.1148,-30.5978
0.014808,11.2108,-30.5366
0.014809,11.3068,-30.4756
0.01481,11.4028,-30.4147
0.014811,11.4988,-30.354
0.014812,11.5948,-30.2933
0.014813,11.6908,-30.2328
0.014814,11.7868,-30.1724
0.014815,11.8828,-30.1121
0.014816,11.9788,-30.0519
0.014817,12.0748,-29.9919
0.014818,12.1708,-29.932
0.014819,12.2668,-29.8722
0.01482,12.3628,-29.8125
0.014821,12.4588,-29.7529
0.014822,12.5548,-29.6935
0.014823,12.6508,-29.6341
0.014824,12.7468,-29.5749
0.014825,12.8428,-29.5158
0.014826,12.9388,-29.4569
0.014827,13.0348,-29.398
0.014828,13.1308,-29.3393
0.014829,13.2268,-29.2807
0.01483,13.3228,-29.2222
0.014831,13.4188,-29.1638
0.014832,13.5148,-29.1055
0.014833,13.6108,-29.0474
0.014834,13.7068,-28.9893
0.014835,13.8028,-28.9314
0.014836,13.8988,-28.8736
0.014837,13.9948,-28.8159
0.014838,14.0908,-28.7583
0.014839,14.1868,-28.7009
0.01484,14.2828,-28.6435
0.014841,14.2254,-28.7285
0.014842,14.1678,-28.8127
0.014843,14.1101,-28.8964
0.014844,14.0522,-28.9794
0.014845,13.9942,-29.0615
0.014846,13.936,-29.143
0.014847,13.8776,-29.2237
0.014848,13.8191,-29.3037
0.014849,13.7604,-29.3829
0.01485,13.7015,-29.4613
0.014851,13.6425,-29.539
0.014852,13.5834,-29.616
0.014853,13.5241,-29.6923
0.014854,13.4646,-29.7677
0.014855,13.405,-29.8425
0.014856,13.3452,-29.9165
0.014857,13.2853,-29.9897
0.014858,13.2253,-30.0622
0.014859,13.1651,-30.134
0.01486,13.1047,-30.205
0.014861,13.0443,-30.2752
0.014862,12.9836,-30.3448
0.014863,12.9229,-30.4135
0.014864,12.862,-30.4816
0.014865,12.801,-30.5488
0.014866,12.7398,-30.6154
0.014867,12.6785,-30.6812
0.014868,12.6171,-30.7462
0.014869,12.5555,-30.8105
0.01487,12.4938,-30.8741
0.014871,12.432,-30.9369
0.014872,12.3701,-30.999
0.014873,12.308,-31.0603
0.014874,12.2458,-31.1209
0.014875,12.1835,-31.1808
0.014876,12.1211,-31.2399
0.014877,12.0586,-31.2982
0.014878,11.9959,-31.3558
0.014879,11.9332,-31.4127
0.01488,11.8703,-31.4689
0.014881,11.8073,-31.5242
0.014882,11.7442,-31.5789
0.014883,11.681,-31.6328
0.014884,11.6176,-31.686
0.014885,11.5542,-31.7384
0.014886,11.4907,-31.7901
0.014887,11.4271,-31.8411
0.014888,11.3633,-31.8913
0.014889,11.2995,-31.9408
0.01489,11.2356,-31.9895
0.014891,11.1715,-32.0375
0.014892,11.1074,-32.0848
0.014893,11.0432,-32.1313
0.014894,10.9789,-32.1771
0.014895,10.9145,-32.2222
0.014896,10.85,-32.2665
0.014897,10.7854,-32.3101
0.014898,10.7208,-32.353
0.014899,10.656,-32.3951
0.0149,10.5912,-32.4366
0.014901,10.5263,-32.4772
0.014902,10.4613,-32.5172
0.014903,10.3962,-32.5564
0.014904,10.331,-32.5949
0.014905,10.2658,-32.6326
0.014906,10.2005,-32.6697
0.014907,10.1351,-32.706
0.014908,10.0697,-32.7415
0.014909,10.0042,-32.7764
