Time,I(L1),Vout
0.000867,-2.18708,24.2735
0.000868,-2.23453,24.282
0.000869,-2.28195,24.2927
0.00087,-2.32935,24.3054
0.000871,-2.37673,24.3203
0.000872,-2.42407,24.3373
0.000873,-2.47138,24.3563
0.000874,-2.51864,24.3774
0.000875,-2.42264,24.2853
0.000876,-2.32664,24.1936
0.000877,-2.23064,24.1021
0.000878,-2.13464,24.011
0.000879,-2.03864,23.9202
0.00088,-1.94264,23.8298
0.000881,-1.99098,23.8295
0.000882,-2.03932,23.8314
0.000883,-2.08766,23.8349
0.000884,-2.13598,23.8406
0.000885,-2.18429,23.8484
0.000886,-2.23258,23.8585
0.000887,-2.28086,23.8707
0.000888,-2.3291,23.885
0.000889,-2.37731,23.9014
0.00089,-2.42549,23.92
0.000891,-2.47363,23.9407
0.000892,-2.52173,23.9635
0.000893,-2.56977,23.9884
0.000894,-2.61777,24.0154
0.000895,-2.52177,23.9247
0.000896,-2.42577,23.8343
0.000897,-2.32977,23.7442
0.000898,-2.23377,23.6544
0.000899,-2.13777,23.565
0.0009,-2.04177,23.4759
0.000901,-2.09081,23.4815
0.000902,-2.13984,23.4892
0.000903,-2.18885,23.4986
0.000904,-2.23784,23.5102
0.000905,-2.2868,23.5239
0.000906,-2.33574,23.5398
0.000907,-2.38464,23.5579
0.000908,-2.43351,23.5782
0.000909,-2.48233,23.6005
0.00091,-2.5311,23.625
0.000911,-2.57982,23.6516
0.000912,-2.62849,23.6804
0.000913,-2.6771,23.7112
0.000914,-2.72565,23.7441
0.000915,-2.62965,23.6544
0.000916,-2.53365,23.5651
0.000917,-2.43765,23.476
0.000918,-2.34165,23.3872
0.000919,-2.24565,23.2988
0.00092,-2.14965,23.2107
0.000921,-2.19921,23.2222
0.000922,-2.24874,23.2358
0.000923,-2.29826,23.2511
0.000924,-2.34774,23.2686
0.000925,-2.39718,23.2883
0.000926,-2.44658,23.3101
0.000927,-2.49594,23.3341
0.000928,-2.54524,23.3602
0.000929,-2.59449,23.3885
0.00093,-2.64368,23.4189
0.000931,-2.69281,23.4514
0.000932,-2.74188,23.486
0.000933,-2.79087,23.5227
0.000934,-2.83978,23.5615
0.000935,-2.74378,23.4725
0.000936,-2.64778,23.3839
0.000937,-2.55178,23.2955
0.000938,-2.45578,23.2074
0.000939,-2.35978,23.1197
0.00094,-2.26378,23.0323
0.000941,-2.31369,23.0496
0.000942,-2.36356,23.0691
0.000943,-2.4134,23.0902
0.000944,-2.4632,23.1135
0.000945,-2.51295,23.139
0.000946,-2.56264,23.1667
0.000947,-2.61228,23.1965
0.000948,-2.66185,23.2284
0.000949,-2.71136,23.2625
0.00095,-2.7608,23.2987
0.000951,-2.81017,23.337
0.000952,-2.85945,23.3774
0.000953,-2.90865,23.4198
0.000954,-2.95777,23.4643
0.000955,-2.86177,23.3757
0.000956,-2.76577,23.2874
0.000957,-2.66977,23.1994
0.000958,-2.57377,23.1117
0.000959,-2.47777,23.0243
0.00096,-2.38177,22.9372
0.000961,-2.43186,22.9603
0.000962,-2.4819,22.9855
0.000963,-2.5319,23.0123
0.000964,-2.58185,23.0413
0.000965,-2.63174,23.0725
0.000966,-2.68156,23.1058
0.000967,-2.73131,23.1412
0.000968,-2.78099,23.1787
0.000969,-2.83059,23.2184
0.00097,-2.88012,23.2602
0.000971,-2.92955,23.304
0.000972,-2.9789,23.3499
0.000973,-3.02815,23.3979
0.000974,-3.0773,23.448
0.000975,-2.9813,23.3594
0.000976,-2.8853,23.2712
0.000977,-2.7893,23.1832
0.000978,-2.6933,23.0955
0.000979,-2.5973,23.0082
0.00098,-2.5013,22.9212
0.000981,-2.55142,22.9497
0.000982,-2.60147,22.9804
0.000983,-2.65148,23.0127
0.000984,-2.70142,23.0471
0.000985,-2.75129,23.0836
0.000986,-2.80108,23.1223
0.000987,-2.8508,23.1631
0.000988,-2.90043,23.206
0.000989,-2.94997,23.251
0.00099,-2.99942,23.298
0.000991,-3.04878,23.3471
0.000992,-3.09803,23.3983
0.000993,-3.14718,23.4515
0.000994,-3.19622,23.5068
0.000995,-3.10022,23.418
0.000996,-3.00422,23.3295
0.000997,-2.90822,23.2413
0.000998,-2.81222,23.1534
0.000999,-2.71622,23.0659
0.001,-2.62022,22.9787
0.001001,-2.67021,23.0124
0.001002,-2.72014,23.0482
0.001003,-2.77,23.0856
0.001004,-2.81979,23.1251
0.001005,-2.8695,23.1667
0.001006,-2.91912,23.2104
0.001007,-2.96865,23.2563
0.001008,-3.01809,23.3041
0.001009,-3.06744,23.3541
0.00101,-3.11668,23.4061
0.001011,-3.16581,23.4601
0.001012,-3.21483,23.5161
0.001013,-3.26374,23.5742
0.001014,-3.31253,23.6342
0.001015,-3.21653,23.545
0.001016,-3.12053,23.456
0.001017,-3.02453,23.3674
0.001018,-2.92853,23.279
0.001019,-2.83253,23.191
0.00102,-2.73653,23.1033
0.001021,-2.78627,23.1418
0.001022,-2.83592,23.1823
0.001023,-2.88552,23.2245
0.001024,-2.93502,23.2687
0.001025,-2.98444,23.315
0.001026,-3.03376,23.3634
0.001027,-3.08298,23.4138
0.001028,-3.1321,23.4663
0.001029,-3.18112,23.5208
0.00103,-3.23002,23.5773
0.001031,-3.27881,23.6358
0.001032,-3.32747,23.6963
0.001033,-3.37602,23.7588
0.001034,-3.42444,23.8232
0.001035,-3.32844,23.7332
0.001036,-3.23244,23.6436
0.001037,-3.13644,23.5542
0.001038,-3.04044,23.4651
0.001039,-2.94444,23.3764
0.00104,-2.84844,23.288
0.001041,-2.8978,23.3309
0.001042,-2.94707,23.3758
0.001043,-2.99627,23.4222
0.001044,-3.04538,23.4707
0.001045,-3.09438,23.5212
0.001046,-3.14329,23.5738
0.001047,-3.19209,23.6284
0.001048,-3.24077,23.685
0.001049,-3.28934,23.7436
0.00105,-3.3378,23.8041
0.001051,-3.38612,23.8667
0.001052,-3.43433,23.9312
0.001053,-3.4824,23.9976
0.001054,-3.53033,24.0659
0.001055,-3.43433,23.975
0.001056,-3.33833,23.8845
0.001057,-3.24233,23.7942
0.001058,-3.14633,23.7042
0.001059,-3.05033,23.6146
0.00106,-2.95433,23.5253
0.001061,-3.00321,23.572
0.001062,-3.052,23.6208
0.001063,-3.1007,23.671
0.001064,-3.14931,23.7233
0.001065,-3.19781,23.7776
0.001066,-3.2462,23.8339
0.001067,-3.29447,23.8922
0.001068,-3.34263,23.9524
0.001069,-3.39066,24.0146
0.00107,-3.43856,24.0787
0.001071,-3.48634,24.1447
0.001072,-3.53398,24.2127
0.001073,-3.58149,24.2826
0.001074,-3.62885,24.3543
0.001075,-3.53285,24.2623
0.001076,-3.43685,24.1707
0.001077,-3.34085,24.0793
0.001078,-3.24485,23.9883
0.001079,-3.14885,23.8976
0.00108,-3.05285,23.8072
0.001081,-3.10116,23.8573
0.001082,-3.14937,23.9094
0.001083,-3.1975,23.963
0.001084,-3.24551,24.0186
0.001085,-3.29342,24.0761
0.001086,-3.34121,24.1356
0.001087,-3.38887,24.197
0.001088,-3.43642,24.2603
0.001089,-3.48383,24.3256
0.00109,-3.53111,24.3927
0.001091,-3.57826,24.4618
0.001092,-3.62526,24.5327
0.001093,-3.67212,24.6055
0.001094,-3.71884,24.6801
0.001095,-3.62284,24.5869
0.001096,-3.52684,24.494
0.001097,-3.43084,24.4014
0.001098,-3.33484,24.3092
0.001099,-3.23884,24.2173
0.0011,-3.14284,24.1257
0.001101,-3.19051,24.1787
0.001102,-3.23807,24.2336
0.001103,-3.28554,24.2899
0.001104,-3.33291,24.3482
0.001105,-3.38015,24.4085
0.001106,-3.42727,24.4706
0.001107,-3.47426,24.5346
0.001108,-3.52113,24.6006
0.001109,-3.56786,24.6684
0.00111,-3.61445,24.738
0.001111,-3.66091,24.8095
0.001112,-3.70721,24.8829
0.001113,-3.75337,24.9581
0.001114,-3.79938,25.035
0.001115,-3.70338,24.9405
0.001116,-3.60738,24.8463
0.001117,-3.51138,24.7523
0.001118,-3.41538,24.6587
0.001119,-3.31938,24.5655
0.00112,-3.22338,24.4726
0.001121,-3.27035,24.5279
0.001122,-3.31721,24.5851
0.001123,-3.36398,24.6437
0.001124,-3.41063,24.7042
0.001125,-3.45716,24.7666
0.001126,-3.50356,24.8309
0.001127,-3.54983,24.897
0.001128,-3.59597,24.9649
0.001129,-3.64197,25.0347
0.00113,-3.68783,25.1064
0.001131,-3.73355,25.1798
0.001132,-3.77911,25.255
0.001133,-3.82452,25.332
0.001134,-3.86978,25.4108
0.001135,-3.77378,25.3148
0.001136,-3.67778,25.2192
0.001137,-3.58178,25.1238
0.001138,-3.48578,25.0289
0.001139,-3.38978,24.9342
0.00114,-3.29378,24.84
0.001141,-3.34001,24.897
0.001142,-3.38613,24.9559
0.001143,-3.43216,25.0162
0.001144,-3.47806,25.0784
0.001145,-3.52384,25.1424
0.001146,-3.56949,25.2083
0.001147,-3.61501,25.276
0.001148,-3.66039,25.3454
0.001149,-3.70562,25.4167
0.00115,-3.75072,25.4897
0.001151,-3.79566,25.5646
0.001152,-3.84046,25.6411
0.001153,-3.8851,25.7194
0.001154,-3.92958,25.7995
0.001155,-3.83358,25.702
0.001156,-3.73758,25.6049
0.001157,-3.64158,25.5081
0.001158,-3.54558,25.4117
0.001159,-3.44958,25.3156
0.00116,-3.35358,25.2199
0.001161,-3.39905,25.2782
0.001162,-3.4444,25.3383
0.001163,-3.48966,25.3998
0.001164,-3.5348,25.4631
0.001165,-3.57981,25.5283
0.001166,-3.62469,25.5952
0.001167,-3.66943,25.6639
0.001168,-3.71403,25.7343
0.001169,-3.75849,25.8065
0.00117,-3.8028,25.8805
0.001171,-3.84696,25.9562
0.001172,-3.89097,26.0336
0.001173,-3.93483,26.1127
0.001174,-3.97852,26.1935
0.001175,-3.88252,26.0945
0.001176,-3.78652,25.996
0.001177,-3.69052,25.8977
0.001178,-3.59452,25.7998
0.001179,-3.49852,25.7022
0.00118,-3.40252,25.6051
0.001181,-3.44722,25.6641
0.001182,-3.4918,25.7249
0.001183,-3.53629,25.7871
0.001184,-3.58065,25.851
0.001185,-3.62488,25.9167
0.001186,-3.66898,25.9842
0.001187,-3.71295,26.0534
0.001188,-3.75677,26.1244
0.001189,-3.80045,26.197
0.00119,-3.84398,26.2714
0.001191,-3.88736,26.3475
0.001192,-3.93059,26.4252
0.001193,-3.97366,26.5046
0.001194,-4.01656,26.5856
0.001195,-3.92056,26.4852
0.001196,-3.82456,26.3852
0.001197,-3.72856,26.2854
0.001198,-3.63256,26.186
0.001199,-3.53656,26.087
0.0012,-3.44056,25.9884
0.001201,-3.4845,26.0477
0.001202,-3.52831,26.1087
0.001203,-3.57203,26.1711
0.001204,-3.61563,26.2352
0.001205,-3.65909,26.301
0.001206,-3.70242,26.3686
0.001207,-3.74561,26.4378
0.001208,-3.78867,26.5088
0.001209,-3.83158,26.5814
0.00121,-3.87434,26.6557
0.001211,-3.91695,26.7317
0.001212,-3.95941,26.8093
0.001213,-4.00171,26.8885
0.001214,-4.04385,26.9694
0.001215,-3.94785,26.8675
0.001216,-3.85185,26.766
0.001217,-3.75585,26.6649
0.001218,-3.65985,26.564
0.001219,-3.56385,26.4636
0.00122,-3.46785,26.3636
0.001221,-3.51104,26.4226
0.001222,-3.5541,26.4834
0.001223,-3.59707,26.5455
0.001224,-3.63992,26.6093
0.001225,-3.68263,26.6748
0.001226,-3.72521,26.742
0.001227,-3.76766,26.8109
0.001228,-3.80997,26.8814
0.001229,-3.85213,26.9536
0.00123,-3.89415,27.0274
0.001231,-3.93602,27.1029
0.001232,-3.97774,27.1799
0.001233,-4.0193,27.2586
0.001234,-4.0607,27.3388
0.001235,-3.9647,27.2355
0.001236,-3.8687,27.1327
0.001237,-3.7727,27.0301
0.001238,-3.6767,26.9279
0.001239,-3.5807,26.8261
0.00124,-3.4847,26.7246
0.001241,-3.52717,26.7831
0.001242,-3.56951,26.8432
0.001243,-3.61176,26.9047
0.001244,-3.65389,26.9678
0.001245,-3.69589,27.0325
0.001246,-3.73776,27.099
0.001247,-3.77949,27.167
0.001248,-3.82109,27.2367
0.001249,-3.86254,27.308
0.00125,-3.90385,27.381
0.001251,-3.94502,27.4555
0.001252,-3.98603,27.5316
0.001253,-4.02689,27.6093
0.001254,-4.06759,27.6885
0.001255,-3.97159,27.5839
0.001256,-3.87559,27.4798
0.001257,-3.77959,27.3759
0.001258,-3.68359,27.2724
0.001259,-3.58759,27.1693
0.00126,-3.49159,27.0665
0.001261,-3.53337,27.124
0.001262,-3.57503,27.1831
0.001263,-3.61661,27.2435
0.001264,-3.65806,27.3055
0.001265,-3.69938,27.3691
0.001266,-3.74058,27.4344
0.001267,-3.78164,27.5014
0.001268,-3.82257,27.5699
0.001269,-3.86336,27.64
0.00127,-3.90401,27.7117
0.001271,-3.94451,27.785
0.001272,-3.98487,27.8598
0.001273,-4.02507,27.9362
0.001274,-4.06512,28.0141
0.001275,-3.96912,27.9082
0.001276,-3.87312,27.8028
0.001277,-3.77712,27.6977
0.001278,-3.68112,27.593
0.001279,-3.58512,27.4887
0.00128,-3.48912,27.3848
0.001281,-3.53027,27.4409
0.001282,-3.5713,27.4986
0.001283,-3.61224,27.5576
0.001284,-3.65307,27.6182
0.001285,-3.69377,27.6805
0.001286,-3.73434,27.7443
0.001287,-3.77479,27.8098
0.001288,-3.8151,27.8768
0.001289,-3.85528,27.9454
0.00129,-3.89532,28.0156
0.001291,-3.93521,28.0873
0.001292,-3.97497,28.1605
0.001293,-4.01457,28.2353
0.001294,-4.05402,28.3116
0.001295,-3.95802,28.2046
0.001296,-3.86202,28.0981
0.001297,-3.76602,27.9919
0.001298,-3.67002,27.886
0.001299,-3.57402,27.7806
0.0013,-3.47802,27.6756
0.001301,-3.51859,27.7301
0.001302,-3.55904,27.7862
0.001303,-3.59941,27.8435
0.001304,-3.63967,27.9025
0.001305,-3.6798,27.963
0.001306,-3.71981,28.0252
0.001307,-3.7597,28.0889
0.001308,-3.79946,28.1541
0.001309,-3.83908,28.221
0.00131,-3.87857,28.2894
0.001311,-3.91792,28.3593
0.001312,-3.95713,28.4307
0.001313,-3.9962,28.5036
0.001314,-4.03512,28.578
0.001315,-3.93912,28.4701
0.001316,-3.84312,28.3625
0.001317,-3.74712,28.2553
0.001318,-3.65112,28.1485
0.001319,-3.55512,28.0421
0.00132,-3.45912,27.936
0.001321,-3.49916,27.9887
0.001322,-3.53911,28.0429
0.001323,-3.57896,28.0984
0.001324,-3.61871,28.1554
0.001325,-3.65834,28.214
0.001326,-3.69785,28.2742
0.001327,-3.73724,28.336
0.001328,-3.77651,28.3993
0.001329,-3.81564,28.4642
0.00133,-3.85465,28.5306
0.001331,-3.89352,28.5984
0.001332,-3.93225,28.6678
0.001333,-3.97085,28.7387
0.001334,-4.0093,28.8111
0.001335,-3.9133,28.7023
0.001336,-3.8173,28.5939
0.001337,-3.7213,28.4858
0.001338,-3.6253,28.3781
0.001339,-3.52929,28.2708
0.00134,-3.43329,28.1639
0.001341,-3.47289,28.2145
0.001342,-3.51238,28.2667
0.001343,-3.5518,28.32
0.001344,-3.5911,28.375
0.001345,-3.6303,28.4315
0.001346,-3.66937,28.4896
0.001347,-3.70833,28.5493
0.001348,-3.74717,28.6105
0.001349,-3.78589,28.6732
0.00135,-3.82448,28.7374
0.001351,-3.86294,28.8032
0.001352,-3.90127,28.8704
0.001353,-3.93946,28.9391
0.001354,-3.97751,29.0093
0.001355,-3.88151,28.8997
0.001356,-3.78551,28.7905
0.001357,-3.68951,28.6817
0.001358,-3.59351,28.5733
0.001359,-3.49751,28.4652
0.00136,-3.40151,28.3576
0.001361,-3.44072,28.406
0.001362,-3.47983,28.456
0.001363,-3.51887,28.5072
0.001364,-3.5578,28.5599
0.001365,-3.59663,28.6142
0.001366,-3.63534,28.6701
0.001367,-3.67394,28.7275
0.001368,-3.71243,28.7865
0.001369,-3.7508,28.8469
0.00137,-3.78904,28.9089
0.001371,-3.82716,28.9724
0.001372,-3.86515,29.0373
0.001373,-3.90301,29.1038
0.001374,-3.94073,29.1717
0.001375,-3.84473,29.0615
0.001376,-3.74873,28.9517
0.001377,-3.65273,28.8423
0.001378,-3.55673,28.7332
0.001379,-3.46073,28.6246
0.00138,-3.36473,28.5164
0.001381,-3.40363,28.5625
0.001382,-3.44243,28.6102
0.001383,-3.48116,28.6591
0.001384,-3.5198,28.7095
0.001385,-3.55832,28.7616
0.001386,-3.59675,28.8151
0.001387,-3.63506,28.8702
0.001388,-3.67326,28.9269
0.001389,-3.71135,28.985
0.00139,-3.74932,29.0447
0.001391,-3.78717,29.1058
0.001392,-3.8249,29.1685
0.001393,-3.8625,29.2326
0.001394,-3.89997,29.2981
0.001395,-3.80397,29.1875
0.001396,-3.70797,29.0772
0.001397,-3.61197,28.9673
0.001398,-3.51597,28.8578
0.001399,-3.41997,28.7487
0.0014,-3.32396,28.64
0.001401,-3.36262,28.6838
0.001402,-3.40118,28.7292
0.001403,-3.43968,28.7757
0.001404,-3.47808,28.8239
0.001405,-3.51638,28.8735
0.001406,-3.55458,28.9248
0.001407,-3.59268,28.9776
0.001408,-3.63067,29.0319
0.001409,-3.66855,29.0877
0.00141,-3.70632,29.145
0.001411,-3.74397,29.2038
0.001412,-3.7815,29.2641
0.001413,-3.81891,29.3259
0.001414,-3.8562,29.3891
0.001415,-3.7602,29.2781
0.001416,-3.6642,29.1675
0.001417,-3.5682,29.0572
0.001418,-3.4722,28.9474
0.001419,-3.3762,28.8379
0.00142,-3.2802,28.7289
0.001421,-3.31868,28.7704
0.001422,-3.35707,28.8134
0.001423,-3.3954,28.8577
0.001424,-3.43364,28.9035
0.001425,-3.47178,28.9509
0.001426,-3.50983,28.9998
0.001427,-3.54778,29.0502
0.001428,-3.58563,29.1022
0.001429,-3.62337,29.1557
0.00143,-3.661,29.2107
0.001431,-3.69853,29.2672
0.001432,-3.73593,29.3252
0.001433,-3.77322,29.3847
0.001434,-3.81039,29.4456
0.001435,-3.71439,29.3344
0.001436,-3.61839,29.2236
0.001437,-3.52239,29.1131
0.001438,-3.42639,29.0031
0.001439,-3.33039,28.8934
0.00144,-3.23439,28.7842
0.001441,-3.27277,28.8234
0.001442,-3.31106,28.8641
0.001443,-3.34929,28.9061
0.001444,-3.38743,28.9496
0.001445,-3.42549,28.9947
0.001446,-3.46345,29.0414
0.001447,-3.50132,29.0896
0.001448,-3.53909,29.1393
0.001449,-3.57676,29.1905
0.00145,-3.61433,29.2433
0.001451,-3.65179,29.2976
0.001452,-3.68913,29.3533
0.001453,-3.72637,29.4106
0.001454,-3.76349,29.4693
0.001455,-3.66749,29.358
0.001456,-3.57149,29.2471
0.001457,-3.47549,29.1365
0.001458,-3.37949,29.0264
0.001459,-3.28349,28.9166
0.00146,-3.18749,28.8073
0.001461,-3.22582,28.8443
0.001462,-3.26407,28.8828
0.001463,-3.30227,28.9226
0.001464,-3.34038,28.9639
0.001465,-3.37841,29.0068
0.001466,-3.41635,29.0513
0.001467,-3.4542,29.0973
0.001468,-3.49196,29.1449
0.001469,-3.52962,29.194
0.00147,-3.56718,29.2446
0.001471,-3.60464,29.2967
0.001472,-3.64199,29.3503
0.001473,-3.67924,29.4054
0.001474,-3.71637,29.462
0.001475,-3.62037,29.3507
0.001476,-3.52437,29.2399
0.001477,-3.42837,29.1293
0.001478,-3.33237,29.0192
0.001479,-3.23637,28.9095
0.00148,-3.14037,28.8002
0.001481,-3.17872,28.835
0.001482,-3.21699,28.8715
0.001483,-3.25521,28.9092
0.001484,-3.29335,28.9484
0.001485,-3.33142,28.9893
0.001486,-3.3694,29.0317
0.001487,-3.40729,29.0756
0.001488,-3.44509,29.1211
0.001489,-3.4828,29.1682
0.00149,-3.52042,29.2168
0.001491,-3.55793,29.2669
0.001492,-3.59535,29.3185
0.001493,-3.63266,29.3716
0.001494,-3.66986,29.4262
0.001495,-3.57386,29.3151
0.001496,-3.47786,29.2044
0.001497,-3.38186,29.0939
0.001498,-3.28586,28.9839
0.001499,-3.18986,28.8744
0.0015,-3.09386,28.7652
0.001501,-3.13228,28.7981
0.001502,-3.17063,28.8326
0.001503,-3.20893,28.8683
0.001504,-3.24716,28.9056
0.001505,-3.2853,28.9445
0.001506,-3.32338,28.985
0.001507,-3.36136,29.027
0.001508,-3.39927,29.0707
0.001509,-3.43708,29.1158
0.00151,-3.4748,29.1625
0.001511,-3.51243,29.2108
0.001512,-3.54996,29.2606
0.001513,-3.58738,29.3118
0.001514,-3.62471,29.3646
0.001515,-3.52871,29.2537
0.001516,-3.43271,29.1432
0.001517,-3.33671,29.033
0.001518,-3.24071,28.9233
0.001519,-3.14471,28.8139
0.00152,-3.04871,28.705
0.001521,-3.08725,28.736
0.001522,-3.12573,28.7687
0.001523,-3.16416,28.8027
0.001524,-3.20252,28.8382
0.001525,-3.2408,28.8753
0.001526,-3.27901,28.9141
0.001527,-3.31714,28.9544
0.001528,-3.35519,28.9963
0.001529,-3.39316,29.0397
0.00153,-3.43103,29.0847
0.001531,-3.46882,29.1313
0.001532,-3.5065,29.1794
0.001533,-3.5441,29.229
0.001534,-3.58159,29.2801
0.001535,-3.48559,29.1695
0.001536,-3.38959,29.0594
0.001537,-3.29359,28.9495
0.001538,-3.19759,28.84
0.001539,-3.10159,28.731
0.00154,-3.00559,28.6224
0.001541,-3.0443,28.6518
0.001542,-3.08295,28.6829
0.001543,-3.12155,28.7152
0.001544,-3.16008,28.7491
0.001545,-3.19855,28.7847
0.001546,-3.23694,28.8218
0.001547,-3.27526,28.8606
0.001548,-3.3135,28.9009
0.001549,-3.35166,28.9429
0.00155,-3.38973,28.9864
0.001551,-3.42771,29.0314
0.001552,-3.4656,29.078
0.001553,-3.50339,29.1262
0.001554,-3.54109,29.1759
0.001555,-3.44509,29.0657
0.001556,-3.34909,28.9559
0.001557,-3.25309,28.8464
0.001558,-3.15709,28.7373
0.001559,-3.06109,28.6287
0.00156,-2.96509,28.5205
0.001561,-3.00401,28.5485
0.001562,-3.04287,28.5781
0.001563,-3.08168,28.609
0.001564,-3.12043,28.6415
0.001565,-3.15911,28.6757
0.001566,-3.19772,28.7115
0.001567,-3.23626,28.7489
0.001568,-3.27473,28.7879
0.001569,-3.31311,28.8285
0.00157,-3.35141,28.8707
0.001571,-3.38963,28.9144
0.001572,-3.42775,28.9598
0.001573,-3.46579,29.0066
0.001574,-3.50372,29.0551
0.001575,-3.40772,28.9453
0.001576,-3.31172,28.836
0.001577,-3.21572,28.727
0.001578,-3.11972,28.6184
0.001579,-3.02372,28.5102
0.00158,-2.92772,28.4024
0.001581,-2.96688,28.4291
0.001582,-3.00598,28.4576
0.001583,-3.04503,28.4872
0.001584,-3.08403,28.5186
0.001585,-3.12296,28.5515
0.001586,-3.16182,28.5862
0.001587,-3.20061,28.6224
0.001588,-3.23933,28.6603
0.001589,-3.27797,28.6998
0.00159,-3.31653,28.7409
0.001591,-3.355,28.7835
0.001592,-3.39339,28.8278
0.001593,-3.43169,28.8736
0.001594,-3.46989,28.921
0.001595,-3.37389,28.8118
0.001596,-3.27789,28.703
0.001597,-3.18189,28.5944
0.001598,-3.08589,28.4863
0.001599,-2.98989,28.3786
0.0016,-2.89389,28.2713
0.001601,-2.93331,28.2971
0.001602,-2.97268,28.3245
0.001603,-3.012,28.3532
0.001604,-3.05126,28.3835
0.001605,-3.09046,28.4155
0.001606,-3.1296,28.4492
0.001607,-3.16866,28.4845
0.001608,-3.20766,28.5214
0.001609,-3.24658,28.56
0.00161,-3.28542,28.6002
0.001611,-3.32417,28.642
0.001612,-3.36285,28.6854
0.001613,-3.40143,28.7304
0.001614,-3.43992,28.777
0.001615,-3.34392,28.6683
0.001616,-3.24792,28.56
0.001617,-3.15192,28.452
0.001618,-3.05592,28.3445
0.001619,-2.95992,28.2373
0.00162,-2.86392,28.1305
0.001621,-2.90362,28.1554
0.001622,-2.94327,28.1821
0.001623,-2.98288,28.2099
0.001624,-3.02243,28.2395
0.001625,-3.06192,28.2708
0.001626,-3.10135,28.3037
0.001627,-3.1407,28.3383
0.001628,-3.17999,28.3745
0.001629,-3.2192,28.4124
0.00163,-3.25834,28.4519
0.001631,-3.29739,28.4931
0.001632,-3.33637,28.5358
0.001633,-3.37525,28.5802
0.001634,-3.41404,28.6261
0.001635,-3.31804,28.518
0.001636,-3.22204,28.4103
0.001637,-3.12604,28.3029
0.001638,-3.03004,28.1959
0.001639,-2.93404,28.0893
0.00164,-2.83804,27.9831
0.001641,-2.87804,28.0074
0.001642,-2.91799,28.0334
0.001643,-2.95789,28.0607
0.001644,-2.99774,28.0897
0.001645,-3.03753,28.1204
0.001646,-3.07726,28.1528
0.001647,-3.11692,28.1869
0.001648,-3.15651,28.2226
0.001649,-3.19602,28.26
0.00165,-3.23547,28.2991
0.001651,-3.27483,28.3398
0.001652,-3.3141,28.3821
0.001653,-3.3533,28.426
0.001654,-3.3924,28.4716
0.001655,-3.2964,28.3641
0.001656,-3.2004,28.2569
0.001657,-3.1044,28.1501
0.001658,-3.0084,28.0437
0.001659,-2.9124,27.9376
0.00166,-2.8164,27.832
0.001661,-2.8567,27.8559
0.001662,-2.89695,27.8815
0.001663,-2.93716,27.9085
0.001664,-2.97731,27.9371
0.001665,-3.01741,27.9675
0.001666,-3.05744,27.9996
0.001667,-3.09741,28.0333
0.001668,-3.1373,28.0688
0.001669,-3.17713,28.1059
0.00167,-3.21688,28.1447
0.001671,-3.25655,28.1851
0.001672,-3.29614,28.2272
0.001673,-3.33564,28.2709
0.001674,-3.37505,28.3162
0.001675,-3.27905,28.2093
0.001676,-3.18305,28.1027
0.001677,-3.08705,27.9965
0.001678,-2.99105,27.8906
0.001679,-2.89505,27.7852
0.00168,-2.79905,27.6802
0.001681,-2.83966,27.7039
0.001682,-2.88021,27.7293
0.001683,-2.92072,27.7561
0.001684,-2.96118,27.7845
0.001685,-3.00158,27.8148
0.001686,-3.04192,27.8467
0.001687,-3.08219,27.8803
0.001688,-3.1224,27.9157
0.001689,-3.16253,27.9527
0.00169,-3.20259,27.9914
0.001691,-3.24256,28.0318
0.001692,-3.28246,28.0738
0.001693,-3.32227,28.1175
0.001694,-3.36199,28.1628
0.001695,-3.26598,28.0564
0.001696,-3.16998,27.9505
0.001697,-3.07398,27.8448
0.001698,-2.97798,27.7395
0.001699,-2.88198,27.6347
0.0017,-2.78598,27.5302
0.001701,-2.82689,27.5539
0.001702,-2.86774,27.5793
0.001703,-2.90856,27.6061
0.001704,-2.94932,27.6346
0.001705,-2.99002,27.6648
0.001706,-3.03066,27.6968
0.001707,-3.07123,27.7305
0.001708,-3.11173,27.7659
0.001709,-3.15216,27.803
0.00171,-3.19252,27.8419
0.001711,-3.23279,27.8823
0.001712,-3.27299,27.9245
0.001713,-3.31309,27.9683
0.001714,-3.35311,28.0138
0.001715,-3.25711,27.908
0.001716,-3.16111,27.8026
0.001717,-3.06511,27.6975
0.001718,-2.96911,27.5928
0.001719,-2.87311,27.4884
0.00172,-2.77711,27.3845
0.001721,-2.8183,27.4084
0.001722,-2.85945,27.434
0.001723,-2.90055,27.4609
0.001724,-2.9416,27.4896
0.001725,-2.98259,27.5201
0.001726,-3.02352,27.5523
0.001727,-3.06438,27.5862
0.001728,-3.10518,27.6219
0.001729,-3.14589,27.6592
0.00173,-3.18654,27.6983
0.001731,-3.2271,27.7391
0.001732,-3.26758,27.7815
0.001733,-3.30797,27.8257
0.001734,-3.34827,27.8714
0.001735,-3.25227,27.7662
0.001736,-3.15627,27.6613
0.001737,-3.06027,27.5567
0.001738,-2.96427,27.4525
0.001739,-2.86827,27.3487
0.00174,-2.77227,27.2453
0.001741,-2.81375,27.2695
0.001742,-2.85517,27.2954
0.001743,-2.89655,27.3227
0.001744,-2.93788,27.3518
0.001745,-2.97914,27.3826
0.001746,-3.02034,27.4152
