Time,I,V
0.000924,1.38862,22.9211
0.000925,1.42362,22.8533
0.000926,1.45862,22.7857
0.000927,1.44038,22.7952
0.000928,1.42214,22.8038
0.000929,1.40389,22.8115
0.00093,1.38564,22.8183
0.000931,1.36738,22.8241
0.000932,1.34912,22.8289
0.000933,1.33086,22.8327
0.000934,1.31259,22.8356
0.000935,1.29432,22.8374
0.000936,1.27605,22.8383
0.000937,1.25778,22.8382
0.000938,1.23951,22.8371
0.000939,1.22124,22.8351
0.00094,1.20297,22.8321
0.000941,1.23797,22.7646
0.000942,1.27297,22.6973
0.000943,1.30797,22.6301
0.000944,1.34297,22.5632
0.000945,1.37797,22.4964
0.000946,1.41297,22.4298
0.000947,1.39503,22.438
0.000948,1.37707,22.4452
0.000949,1.35911,22.4516
0.00095,1.34115,22.4571
0.000951,1.32318,22.4616
0.000952,1.30521,22.4651
0.000953,1.28724,22.4677
0.000954,1.26926,22.4693
0.000955,1.25129,22.4699
0.000956,1.23331,22.4696
0.000957,1.21534,22.4683
0.000958,1.19736,22.4661
0.000959,1.17939,22.4629
0.00096,1.16142,22.4588
0.000961,1.19642,22.3924
0.000962,1.23142,22.3262
0.000963,1.26642,22.2601
0.000964,1.30142,22.1943
0.000965,1.33642,22.1286
0.000966,1.37142,22.0631
0.000967,1.35377,22.0702
0.000968,1.33611,22.0763
0.000969,1.31844,22.0816
0.00097,1.30078,22.086
0.000971,1.28311,22.0895
0.000972,1.26543,22.092
0.000973,1.24776,22.0936
0.000974,1.23008,22.0942
0.000975,1.21241,22.0938
0.000976,1.19473,22.0926
0.000977,1.17706,22.0903
0.000978,1.15939,22.0872
0.000979,1.14172,22.0831
0.00098,1.12406,22.0781
0.000981,1.15906,22.0128
0.000982,1.19406,21.9478
0.000983,1.22906,21.8828
0.000984,1.26406,21.8181
0.000985,1.29906,21.7535
0.000986,1.33406,21.6892
0.000987,1.3167,21.6954
0.000988,1.29934,21.7006
0.000989,1.28198,21.7051
0.00099,1.26461,21.7087
0.000991,1.24725,21.7114
0.000992,1.22988,21.7131
0.000993,1.2125,21.7139
0.000994,1.19513,21.7137
0.000995,1.17776,21.7127
0.000996,1.16039,21.7107
0.000997,1.14303,21.7078
0.000998,1.12566,21.704
0.000999,1.1083,21.6992
0.001,1.09094,21.6936
0.001001,1.12594,21.6295
0.001002,1.16094,21.5655
0.001003,1.19594,21.5017
0.001004,1.23094,21.4381
0.001005,1.26594,21.3747
0.001006,1.30094,21.3114
0.001007,1.28389,21.317
0.001008,1.26683,21.3216
0.001009,1.24977,21.3255
0.00101,1.23271,21.3285
0.001011,1.21565,21.3306
0.001012,1.19858,21.3318
0.001013,1.18152,21.332
0.001014,1.16445,21.3314
0.001015,1.14739,21.3298
0.001016,1.13033,21.3274
0.001017,1.11326,21.324
0.001018,1.09621,21.3198
0.001019,1.07915,21.3146
0.00102,1.0621,21.3086
0.001021,1.0971,21.2456
0.001022,1.1321,21.1827
0.001023,1.1671,21.1201
0.001024,1.2021,21.0576
0.001025,1.2371,20.9953
0.001026,1.2721,20.9332
0.001027,1.25535,20.9383
0.001028,1.2386,20.9425
0.001029,1.22185,20.9461
0.00103,1.20509,20.9487
0.001031,1.18833,20.9505
0.001032,1.17157,20.9513
0.001033,1.15481,20.9513
0.001034,1.13805,20.9504
0.001035,1.12129,20.9485
0.001036,1.10453,20.9458
0.001037,1.08777,20.9422
0.001038,1.07102,20.9377
0.001039,1.05427,20.9324
0.00104,1.03753,20.9262
0.001041,1.07253,20.8643
0.001042,1.10753,20.8026
0.001043,1.14253,20.7411
0.001044,1.17753,20.6797
0.001045,1.21253,20.6185
0.001046,1.24753,20.5575
0.001047,1.23108,20.5625
0.001048,1.21463,20.5665
0.001049,1.19817,20.5699
0.00105,1.18172,20.5724
0.001051,1.16526,20.5741
0.001052,1.1488,20.5748
0.001053,1.13234,20.5747
0.001054,1.11588,20.5737
0.001055,1.09942,20.5718
0.001056,1.08296,20.569
0.001057,1.06651,20.5654
0.001058,1.05006,20.5609
0.001059,1.03361,20.5556
0.00106,1.01717,20.5493
0.001061,1.05217,20.4886
0.001062,1.08717,20.428
0.001063,1.12217,20.3676
0.001064,1.15717,20.3073
0.001065,1.19217,20.2472
0.001066,1.22717,20.1873
0.001067,1.21102,20.1923
0.001068,1.19486,20.1964
0.001069,1.1787,20.1999
0.00107,1.16254,20.2024
0.001071,1.14638,20.2041
0.001072,1.13021,20.205
0.001073,1.11405,20.205
0.001074,1.09789,20.2041
0.001075,1.08172,20.2023
0.001076,1.06556,20.1997
0.001077,1.0494,20.1963
0.001078,1.03325,20.192
0.001079,1.0171,20.1868
0.00108,1.00095,20.1808
0.001081,1.03595,20.1212
0.001082,1.07095,20.0617
0.001083,1.10595,20.0023
0.001084,1.14095,19.9432
0.001085,1.17595,19.8842
0.001086,1.21095,19.8253
0.001087,1.19509,19.8305
0.001088,1.17922,19.8349
0.001089,1.16335,19.8386
0.00109,1.14748,19.8414
0.001091,1.1316,19.8434
0.001092,1.11573,19.8445
0.001093,1.09985,19.8448
0.001094,1.08398,19.8442
0.001095,1.0681,19.8428
0.001096,1.05223,19.8405
0.001097,1.03636,19.8375
0.001098,1.02049,19.8335
0.001099,1.00462,19.8288
0.0011,0.988764,19.8232
0.001101,1.02376,19.7646
0.001102,1.05876,19.7061
0.001103,1.09376,19.6478
0.001104,1.12876,19.5897
0.001105,1.16376,19.5318
0.001106,1.19876,19.474
0.001107,1.18318,19.4796
0.001108,1.16759,19.4843
0.001109,1.15201,19.4884
0.00111,1.13641,19.4917
0.001111,1.12082,19.4941
0.001112,1.10522,19.4957
0.001113,1.08963,19.4965
0.001114,1.07403,19.4964
0.001115,1.05843,19.4955
0.001116,1.04284,19.4938
0.001117,1.02724,19.4912
0.001118,1.01165,19.4879
0.001119,0.996062,19.4837
0.00112,0.980477,19.4786
0.001121,1.01548,19.4211
0.001122,1.05048,19.3636
0.001123,1.08548,19.3063
0.001124,1.12048,19.2492
0.001125,1.15548,19.1923
0.001126,1.19048,19.1355
0.001127,1.17516,19.1417
0.001128,1.15985,19.147
0.001129,1.14453,19.1517
0.00113,1.12921,19.1556
0.001131,1.11388,19.1586
0.001132,1.09855,19.1609
0.001133,1.08322,19.1623
0.001134,1.06789,19.1628
0.001135,1.05256,19.1626
0.001136,1.03723,19.1616
0.001137,1.0219,19.1597
0.001138,1.00658,19.157
0.001139,0.991252,19.1535
0.00114,0.975931,19.1492
0.001141,1.01093,19.0926
0.001142,1.04593,19.0362
0.001143,1.08093,18.9799
0.001144,1.11593,18.9237
0.001145,1.15093,18.8677
0.001146,1.18593,18.8119
0.001147,1.17088,18.8188
0.001148,1.15582,18.8249
0.001149,1.14076,18.8303
0.00115,1.12569,18.8349
0.001151,1.11062,18.8388
0.001152,1.09555,18.8418
0.001153,1.08047,18.844
0.001154,1.0654,18.8454
0.001155,1.05032,18.8459
0.001156,1.03524,18.8457
0.001157,1.02017,18.8447
0.001158,1.00509,18.8428
0.001159,0.99002,18.8402
0.00116,0.974949,18.8368
0.001161,1.00995,18.7811
0.001162,1.04495,18.7256
0.001163,1.07995,18.6702
0.001164,1.11495,18.6149
0.001165,1.14995,18.5599
0.001166,1.18495,18.505
0.001167,1.17014,18.5127
0.001168,1.15533,18.5197
0.001169,1.14051,18.526
0.00117,1.12568,18.5315
0.001171,1.11086,18.5363
0.001172,1.09603,18.5402
0.001173,1.08119,18.5433
0.001174,1.06636,18.5456
0.001175,1.05152,18.5471
0.001176,1.03668,18.5479
0.001177,1.02184,18.5478
0.001178,1.00701,18.5469
0.001179,0.992169,18.5453
0.00118,0.977334,18.5429
0.001181,1.01233,18.488
0.001182,1.04733,18.4334
0.001183,1.08233,18.3789
0.001184,1.11733,18.3245
0.001185,1.15233,18.2703
0.001186,1.18733,18.2162
0.001187,1.17276,18.225
0.001188,1.15817,18.2329
0.001189,1.14358,18.2402
0.00119,1.12899,18.2468
0.001191,1.11439,18.2525
0.001192,1.09978,18.2575
0.001193,1.08518,18.2616
0.001194,1.07056,18.265
0.001195,1.05595,18.2676
0.001196,1.04134,18.2694
0.001197,1.02672,18.2704
0.001198,1.0121,18.2706
0.001199,0.997487,18.2701
0.0012,0.982872,18.2688
0.001201,1.01787,18.2148
0.001202,1.05287,18.1609
0.001203,1.08787,18.1072
0.001204,1.12287,18.0536
0.001205,1.15787,18.0002
0.001206,1.19287,17.9469
0.001207,1.17851,17.9568
0.001208,1.16414,17.9658
0.001209,1.14976,17.9743
0.00121,1.13538,17.982
0.001211,1.12099,17.9888
0.001212,1.1066,17.9949
0.001213,1.0922,18.0002
0.001214,1.0778,18.0047
0.001215,1.06339,18.0085
0.001216,1.04898,18.0115
0.001217,1.03457,18.0136
0.001218,1.02016,18.0151
0.001219,1.00575,18.0157
0.00122,0.991336,18.0156
0.001221,1.02634,17.9623
0.001222,1.06134,17.9092
0.001223,1.09634,17.8562
0.001224,1.13134,17.8034
0.001225,1.16634,17.7507
0.001226,1.20134,17.6982
0.001227,1.18717,17.7092
0.001228,1.173,17.7195
0.001229,1.15882,17.7292
0.00123,1.14463,17.738
0.001231,1.13044,17.7461
0.001232,1.11624,17.7534
0.001233,1.10203,17.76
0.001234,1.08782,17.7657
0.001235,1.07361,17.7707
0.001236,1.05939,17.775
0.001237,1.04517,17.7784
0.001238,1.03094,17.7811
0.001239,1.01672,17.783
0.00124,1.00249,17.7841
0.001241,1.03749,17.7316
0.001242,1.07249,17.6791
0.001243,1.10749,17.6268
0.001244,1.14249,17.5747
0.001245,1.17749,17.5227
0.001246,1.21249,17.4709
0.001247,1.19851,17.4832
0.001248,1.18451,17.4947
0.001249,1.17051,17.5056
0.00125,1.1565,17.5158
0.001251,1.14249,17.5252
0.001252,1.12846,17.5338
0.001253,1.11443,17.5417
0.001254,1.1004,17.5487
0.001255,1.08636,17.555
0.001256,1.07231,17.5606
0.001257,1.05826,17.5654
0.001258,1.0442,17.5694
0.001259,1.03015,17.5726
0.00126,1.01609,17.5751
0.001261,1.05109,17.5232
0.001262,1.08609,17.4713
0.001263,1.12109,17.4197
0.001264,1.15609,17.3681
0.001265,1.19109,17.3167
0.001266,1.22609,17.2655
0.001267,1.21227,17.2791
0.001268,1.19844,17.292
0.001269,1.1846,17.3043
0.00127,1.17075,17.3158
0.001271,1.15689,17.3266
0.001272,1.14303,17.3366
0.001273,1.12915,17.3458
0.001274,1.11527,17.3542
0.001275,1.10139,17.3619
0.001276,1.0875,17.3688
0.001277,1.0736,17.3749
0.001278,1.0597,17.3803
0.001279,1.04579,17.385
0.00128,1.03188,17.3889
0.001281,1.06688,17.3375
0.001282,1.10188,17.2862
0.001283,1.13688,17.2351
0.001284,1.17188,17.1841
0.001285,1.20688,17.1332
0.001286,1.24188,17.0825
0.001287,1.22821,17.0976
0.001288,1.21452,17.1118
0.001289,1.20082,17.1255
0.00129,1.18712,17.1384
0.001291,1.1734,17.1506
0.001292,1.15968,17.162
0.001293,1.14594,17.1726
0.001294,1.1322,17.1824
0.001295,1.11845,17.1915
0.001296,1.10469,17.1998
0.001297,1.09093,17.2074
0.001298,1.07716,17.2142
0.001299,1.06339,17.2203
0.0013,1.04961,17.2256
0.001301,1.08461,17.1747
0.001302,1.11961,17.1239
0.001303,1.15461,17.0733
0.001304,1.18961,17.0227
0.001305,1.22461,16.9724
0.001306,1.25961,16.9222
0.001307,1.24606,16.9386
0.001308,1.2325,16.9543
0.001309,1.21893,16.9694
0.00131,1.20535,16.9838
0.001311,1.19176,16.9973
0.001312,1.17816,17.0102
0.001313,1.16454,17.0222
0.001314,1.15092,17.0335
0.001315,1.13729,17.044
0.001316,1.12365,17.0538
0.001317,1.11,17.0628
0.001318,1.09635,17.0711
0.001319,1.08269,17.0786
0.00132,1.06902,17.0854
0.001321,1.10402,17.0349
0.001322,1.13902,16.9845
0.001323,1.17402,16.9342
0.001324,1.20902,16.8841
0.001325,1.24402,16.8342
0.001326,1.27902,16.7844
0.001327,1.26559,16.8023
0.001328,1.25213,16.8194
0.001329,1.23867,16.836
0.00133,1.2252,16.8518
0.001331,1.21171,16.8668
0.001332,1.19821,16.8811
0.001333,1.1847,16.8946
0.001334,1.17118,16.9073
0.001335,1.15765,16.9193
0.001336,1.14411,16.9305
0.001337,1.13056,16.941
0.001338,1.117,16.9507
0.001339,1.10344,16.9597
0.00134,1.08987,16.9679
0.001341,1.12487,16.9178
0.001342,1.15987,16.8677
0.001343,1.19487,16.8178
0.001344,1.22987,16.7681
0.001345,1.26487,16.7185
0.001346,1.29987,16.669
0.001347,1.28652,16.6884
0.001348,1.27316,16.707
0.001349,1.25978,16.725
0.00135,1.2464,16.7422
0.001351,1.233,16.7587
0.001352,1.21958,16.7744
0.001353,1.20616,16.7894
0.001354,1.19272,16.8036
0.001355,1.17927,16.817
0.001356,1.16581,16.8297
0.001357,1.15235,16.8416
0.001358,1.13887,16.8528
0.001359,1.12538,16.8632
0.00136,1.11189,16.8729
0.001361,1.14689,16.823
0.001362,1.18189,16.7733
0.001363,1.21689,16.7237
0.001364,1.25189,16.6742
0.001365,1.28689,16.6249
0.001366,1.32189,16.5757
0.001367,1.30861,16.5965
0.001368,1.29532,16.6165
0.001369,1.28202,16.636
0.00137,1.26871,16.6547
0.001371,1.25538,16.6726
0.001372,1.24203,16.6898
0.001373,1.22867,16.7062
0.001374,1.2153,16.7218
0.001375,1.20192,16.7367
0.001376,1.18852,16.7509
0.001377,1.17512,16.7642
0.001378,1.1617,16.7769
0.001379,1.14827,16.7887
0.00138,1.13484,16.7999
0.001381,1.16984,16.7502
0.001382,1.20484,16.7007
0.001383,1.23984,16.6513
0.001384,1.27484,16.602
0.001385,1.30984,16.5529
0.001386,1.34484,16.5039
0.001387,1.33162,16.5261
0.001388,1.31839,16.5476
0.001389,1.30514,16.5685
0.00139,1.29188,16.5886
0.001391,1.2786,16.608
0.001392,1.2653,16.6266
0.001393,1.252,16.6444
0.001394,1.23867,16.6615
0.001395,1.22534,16.6778
0.001396,1.21199,16.6934
0.001397,1.19863,16.7082
0.001398,1.18526,16.7222
0.001399,1.17187,16.7355
0.0014,1.15848,16.748
0.001401,1.19348,16.6985
0.001402,1.22848,16.6492
0.001403,1.26348,16.5999
0.001404,1.29848,16.5508
0.001405,1.33348,16.5018
0.001406,1.36848,16.453
0.001407,1.3553,16.4767
0.001408,1.34211,16.4995
0.001409,1.3289,16.5218
0.00141,1.31567,16.5434
0.001411,1.30243,16.5641
0.001412,1.28917,16.5841
0.001413,1.2759,16.6034
0.001414,1.26261,16.6218
0.001415,1.2493,16.6395
0.001416,1.23598,16.6565
0.001417,1.22265,16.6727
0.001418,1.20931,16.6881
0.001419,1.19595,16.7028
0.00142,1.18258,16.7167
0.001421,1.21758,16.6673
0.001422,1.25258,16.618
0.001423,1.28758,16.5688
0.001424,1.32258,16.5198
0.001425,1.35758,16.4709
0.001426,1.39258,16.4222
0.001427,1.37943,16.4472
0.001428,1.36626,16.4715
0.001429,1.35307,16.4951
0.00143,1.33986,16.518
0.001431,1.32664,16.5402
0.001432,1.3134,16.5615
0.001433,1.30014,16.5821
0.001434,1.28687,16.602
0.001435,1.27358,16.621
0.001436,1.26028,16.6393
0.001437,1.24696,16.6568
0.001438,1.23362,16.6736
0.001439,1.22028,16.6896
0.00144,1.20692,16.7049
0.001441,1.24192,16.6555
0.001442,1.27692,16.6062
0.001443,1.31192,16.5571
0.001444,1.34692,16.5081
0.001445,1.38192,16.4593
0.001446,1.41692,16.4106
0.001447,1.40378,16.4369
0.001448,1.39061,16.4625
0.001449,1.37743,16.4875
0.00145,1.36423,16.5117
0.001451,1.35101,16.5352
0.001452,1.33778,16.5578
0.001453,1.32452,16.5797
0.001454,1.31125,16.6009
0.001455,1.29796,16.6212
0.001456,1.28465,16.6408
0.001457,1.27133,16.6596
0.001458,1.258,16.6777
0.001459,1.24465,16.695
0.00146,1.23129,16.7115
0.001461,1.26629,16.6621
0.001462,1.30129,16.6129
0.001463,1.33629,16.5637
0.001464,1.37129,16.5147
0.001465,1.40629,16.4658
0.001466,1.44129,16.4171
0.001467,1.42814,16.4448
0.001468,1.41496,16.4716
0.001469,1.40178,16.4979
0.00147,1.38857,16.5234
0.001471,1.37534,16.5481
0.001472,1.36209,16.572
0.001473,1.34882,16.5952
0.001474,1.33554,16.6175
0.001475,1.32224,16.6391
0.001476,1.30892,16.66
0.001477,1.29558,16.68
0.001478,1.28223,16.6993
0.001479,1.26886,16.7178
0.00148,1.25548,16.7356
0.001481,1.29048,16.6861
0.001482,1.32548,16.6368
0.001483,1.36048,16.5876
0.001484,1.39548,16.5385
0.001485,1.43048,16.4896
0.001486,1.46548,16.4408
0.001487,1.45231,16.4696
0.001488,1.43912,16.4977
0.001489,1.42591,16.5252
0.00149,1.41268,16.5519
0.001491,1.39943,16.5778
0.001492,1.38615,16.6029
0.001493,1.37286,16.6272
0.001494,1.35955,16.6508
0.001495,1.34622,16.6736
0.001496,1.33287,16.6956
0.001497,1.31951,16.7168
0.001498,1.30613,16.7372
0.001499,1.29273,16.7569
0.0015,1.27931,16.7758
0.001501,1.31431,16.7262
0.001502,1.34931,16.6768
0.001503,1.38431,16.6274
0.001504,1.41931,16.5783
0.001505,1.45431,16.5292
0.001506,1.48931,16.4803
0.001507,1.47611,16.5103
0.001508,1.46289,16.5395
0.001509,1.44964,16.5681
0.00151,1.43638,16.596
0.001511,1.42309,16.623
0.001512,1.40978,16.6492
0.001513,1.39645,16.6747
0.001514,1.3831,16.6994
0.001515,1.36973,16.7233
0.001516,1.35634,16.7464
0.001517,1.34294,16.7687
0.001518,1.32951,16.7903
0.001519,1.31607,16.811
0.00152,1.30262,16.831
0.001521,1.33762,16.7812
0.001522,1.37262,16.7316
0.001523,1.40762,16.6821
0.001524,1.44262,16.6328
0.001525,1.47762,16.5836
0.001526,1.51262,16.5345
0.001527,1.49937,16.5656
0.001528,1.4861,16.5959
0.001529,1.47281,16.6256
0.00153,1.4595,16.6544
0.001531,1.44616,16.6825
0.001532,1.43281,16.7098
0.001533,1.41943,16.7363
0.001534,1.40603,16.7621
0.001535,1.39261,16.787
0.001536,1.37917,16.8111
0.001537,1.36571,16.8345
0.001538,1.35223,16.857
0.001539,1.33874,16.8788
0.00154,1.32523,16.8998
0.001541,1.36023,16.8498
0.001542,1.39523,16.8
0.001543,1.43023,16.7503
0.001544,1.46523,16.7008
0.001545,1.50023,16.6514
0.001546,1.53523,16.6021
0.001547,1.52193,16.6342
0.001548,1.5086,16.6655
0.001549,1.49526,16.6961
0.00155,1.48189,16.726
0.001551,1.4685,16.7551
0.001552,1.45508,16.7833
0.001553,1.44164,16.8108
0.001554,1.42818,16.8375
0.001555,1.4147,16.8634
0.001556,1.4012,16.8885
0.001557,1.38768,16.9128
0.001558,1.37414,16.9363
0.001559,1.36058,16.959
0.00156,1.34701,16.9809
0.001561,1.38201,16.9307
0.001562,1.41701,16.8806
0.001563,1.45201,16.8307
0.001564,1.48701,16.7809
0.001565,1.52201,16.7312
0.001566,1.55701,16.6817
0.001567,1.54364,16.7147
0.001568,1.53025,16.7469
0.001569,1.51684,16.7785
0.00157,1.5034,16.8093
0.001571,1.48995,16.8393
0.001572,1.47646,16.8684
0.001573,1.46296,16.8968
0.001574,1.44943,16.9243
0.001575,1.43588,16.9511
0.001576,1.42231,16.9771
0.001577,1.40871,17.0022
0.001578,1.3951,17.0266
0.001579,1.38147,17.0501
0.00158,1.36782,17.0729
0.001581,1.40282,17.0224
0.001582,1.43782,16.9721
0.001583,1.47282,16.9219
0.001584,1.50782,16.8718
0.001585,1.54282,16.8219
0.001586,1.57782,16.7721
0.001587,1.56438,16.8059
0.001588,1.55092,16.839
0.001589,1.53744,16.8714
0.00159,1.52393,16.903
0.001591,1.51039,16.9338
0.001592,1.49683,16.9637
0.001593,1.48325,16.9929
0.001594,1.46964,17.0212
0.001595,1.45601,17.0488
0.001596,1.44236,17.0755
0.001597,1.42869,17.1014
0.001598,1.415,17.1266
0.001599,1.40129,17.1509
0.0016,1.38756,17.1744
0.001601,1.42256,17.1236
0.001602,1.45756,17.073
0.001603,1.49256,17.0225
0.001604,1.52756,16.9721
0.001605,1.56256,16.9219
0.001606,1.59756,16.8718
0.001607,1.58404,16.9064
0.001608,1.5705,16.9402
0.001609,1.55693,16.9734
0.00161,1.54334,17.0057
0.001611,1.52972,17.0372
0.001612,1.51608,17.0679
0.001613,1.50241,17.0978
0.001614,1.48872,17.1268
0.001615,1.47501,17.1551
0.001616,1.46128,17.1825
0.001617,1.44752,17.2091
0.001618,1.43374,17.2349
0.001619,1.41994,17.2599
0.00162,1.40613,17.2841
0.001621,1.44113,17.233
0.001622,1.47613,17.1821
0.001623,1.51113,17.1312
0.001624,1.54613,17.0805
0.001625,1.58113,17.03
0.001626,1.61613,16.9796
0.001627,1.60252,17.0149
0.001628,1.58889,17.0493
0.001629,1.57524,17.0831
0.00163,1.56156,17.1161
0.001631,1.54785,17.1482
0.001632,1.53412,17.1796
0.001633,1.52036,17.2101
0.001634,1.50658,17.2397
0.001635,1.49278,17.2686
0.001636,1.47895,17.2966
0.001637,1.4651,17.3239
0.001638,1.45123,17.3503
0.001639,1.43734,17.3758
0.00164,1.42343,17.4006
0.001641,1.45843,17.3492
0.001642,1.49343,17.2979
0.001643,1.52843,17.2467
0.001644,1.56343,17.1957
0.001645,1.59843,17.1448
0.001646,1.63343,17.0941
0.001647,1.61974,17.1299
0.001648,1.60601,17.1649
0.001649,1.59227,17.1993
0.00165,1.57849,17.2328
0.001651,1.56469,17.2655
0.001652,1.55087,17.2974
0.001653,1.53702,17.3284
0.001654,1.52314,17.3587
0.001655,1.50924,17.388
0.001656,1.49532,17.4166
0.001657,1.48138,17.4443
0.001658,1.46741,17.4712
0.001659,1.45342,17.4973
0.00166,1.43942,17.5226
0.001661,1.47442,17.4708
0.001662,1.50942,17.4191
0.001663,1.54442,17.3676
0.001664,1.57942,17.3162
0.001665,1.61442,17.265
0.001666,1.64942,17.2139
0.001667,1.63562,17.2502
0.001668,1.6218,17.2857
0.001669,1.60796,17.3206
0.00167,1.59409,17.3546
0.001671,1.58019,17.3877
0.001672,1.56627,17.4201
0.001673,1.55232,17.4516
0.001674,1.53835,17.4822
0.001675,1.52435,17.5121
0.001676,1.51033,17.5411
0.001677,1.49628,17.5692
0.001678,1.48222,17.5965
0.001679,1.46813,17.623
0.00168,1.45402,17.6487
0.001681,1.48902,17.5965
0.001682,1.52402,17.5445
0.001683,1.55902,17.4926
0.001684,1.59402,17.4409
0.001685,1.62902,17.3892
0.001686,1.66402,17.3378
0.001687,1.65013,17.3745
0.001688,1.63621,17.4104
0.001689,1.62226,17.4457
0.00169,1.60829,17.4801
0.001691,1.59429,17.5136
0.001692,1.58027,17.5463
0.001693,1.56622,17.5782
0.001694,1.55215,17.6092
0.001695,1.53805,17.6394
0.001696,1.52392,17.6688
0.001697,1.50978,17.6973
0.001698,1.49561,17.7249
0.001699,1.48142,17.7518
0.0017,1.4672,17.7777
0.001701,1.5022,17.7252
0.001702,1.5372,17.6728
0.001703,1.5722,17.6205
0.001704,1.6072,17.5684
0.001705,1.6422,17.5164
0.001706,1.6772,17.4646
0.001707,1.66321,17.5016
0.001708,1.64919,17.5378
0.001709,1.63514,17.5734
0.00171,1.62107,17.6081
0.001711,1.60697,17.642
0.001712,1.59284,17.675
0.001713,1.57869,17.7071
0.001714,1.56451,17.7384
0.001715,1.55031,17.7689
0.001716,1.53608,17.7985
0.001717,1.52183,17.8272
0.001718,1.50756,17.8552
0.001719,1.49326,17.8822
0.00172,1.47895,17.9085
0.001721,1.51395,17.8555
0.001722,1.54895,17.8027
0.001723,1.58395,17.7501
0.001724,1.61895,17.6976
0.001725,1.65395,17.6452
0.001726,1.68895,17.593
0.001727,1.67485,17.6303
0.001728,1.66072,17.6667
0.001729,1.64658,17.7025
0.00173,1.6324,17.7375
0.001731,1.6182,17.7715
0.001732,1.60396,17.8047
0.001733,1.58971,17.8371
0.001734,1.57543,17.8686
0.001735,1.56112,17.8993
0.001736,1.54679,17.9291
0.001737,1.53243,17.958
0.001738,1.51805,17.9861
0.001739,1.50365,18.0133
0.00174,1.48923,18.0397
0.001741,1.52423,17.9864
0.001742,1.55923,17.9332
0.001743,1.59423,17.8802
0.001744,1.62923,17.8273
0.001745,1.66423,17.7745
0.001746,1.69923,17.7219
0.001747,1.68503,17.7594
0.001748,1.6708,17.796
0.001749,1.65655,17.8319
0.00175,1.64227,17.867
0.001751,1.62796,17.9012
0.001752,1.61363,17.9346
0.001753,1.59927,17.9671
0.001754,1.58488,17.9987
0.001755,1.57047,18.0295
0.001756,1.55604,18.0594
0.001757,1.54158,18.0884
0.001758,1.52709,18.1166
0.001759,1.51259,18.1439
0.00176,1.49806,18.1704
0.001761,1.53306,18.1167
0.001762,1.56806,18.0631
0.001763,1.60306,18.0097
0.001764,1.63806,17.9564
0.001765,1.67306,17.9033
0.001766,1.70806,17.8503
0.001767,1.69376,17.8879
0.001768,1.67943,17.9245
0.001769,1.66508,17.9606
0.00177,1.65069,17.9957
0.001771,1.63628,18.03
0.001772,1.62184,18.0634
0.001773,1.60738,18.0959
0.001774,1.59289,18.1276
0.001775,1.57838,18.1584
0.001776,1.56384,18.1884
0.001777,1.54928,18.2175
0.001778,1.53469,18.2457
0.001779,1.52008,18.273
0.00178,1.50545,18.2995
0.001781,1.54045,18.2454
0.001782,1.57545,18.1915
0.001783,1.61045,18.1377
0.001784,1.64545,18.084
0.001785,1.68045,18.0305
0.001786,1.71545,17.9771
0.001787,1.70105,18.0147
0.001788,1.68661,18.0514
0.001789,1.67216,18.0874
0.00179,1.65768,18.1226
0.001791,1.64316,18.1568
0.001792,1.62862,18.1902
0.001793,1.61406,18.2228
0.001794,1.59947,18.2544
0.001795,1.58485,18.2852
0.001796,1.57021,18.3151
0.001797,1.55555,18.3441
0.001798,1.54086,18.3723
0.001799,1.52615,18.3996
0.0018,1.51142,18.4261
0.001801,1.54642,18.3716
0.001802,1.58142,18.3173
0.001803,1.61642,18.2631
0.001804,1.65142,18.2091
0.001805,1.68642,18.1552
0.001806,1.72142,18.1015
0.001807,1.70692,18.139
0.001808,1.69238,18.1756
0.001809,1.67783,18.2116
0.00181,1.66325,18.2466
0.001811,1.64864,18.2808
0.001812,1.634,18.3142
0.001813,1.61933,18.3466
0.001814,1.60464,18.3782
0.001815,1.58993,18.4089
0.001816,1.57519,18.4387
0.001817,1.56043,18.4676
